month,join_month,origin_month,channel,plan,active,lapsed
12,4,3,founder,business,0.0,0.0
12,4,3,partners,studio,0.0,0.0
12,4,3,partners,assist,1.6385354341207203,0.6328245658792797
12,4,3,partners,business,0.0,0.0
12,4,3,case_content,studio,0.0,0.0
12,4,3,case_content,assist,0.3657445165448036,0.14125548345519634
12,4,3,case_content,business,0.0,0.0
12,5,4,founder,studio,0.0,0.0
12,5,4,founder,assist,5.071657296087944,1.6775267039120563
12,5,4,founder,business,0.0,0.0
12,5,4,partners,studio,0.0,0.0
12,5,4,partners,assist,1.7750800536307803,0.5871343463692198
12,5,4,partners,business,0.0,0.0
12,5,4,case_content,studio,0.0,0.0
12,5,4,case_content,assist,0.3962232262568706,0.1310567737431294
12,5,4,case_content,business,0.0,0.0
12,6,5,founder,studio,0.0,0.0
12,6,5,founder,assist,5.494295404095274,1.524855955904728
12,6,5,founder,business,0.0,0.0
12,6,5,partners,studio,0.0,0.0
12,6,5,partners,assist,1.9230033914333453,0.5336995845666547
12,6,5,partners,business,0.0,0.0
12,6,5,case_content,studio,0.0,0.0
12,6,5,case_content,assist,0.4292418284449432,0.11912937155505685
12,6,5,case_content,business,0.0,0.0
12,7,6,founder,studio,0.0,0.0
12,7,6,founder,assist,5.952153354436546,1.3477640599634553
12,7,6,founder,business,0.0,0.0
12,7,6,partners,studio,0.0,0.0
12,7,6,partners,assist,2.0832536740527914,0.4717174209872093
12,7,6,partners,business,0.0,0.0
12,7,6,case_content,studio,0.0,0.0
12,7,6,case_content,assist,0.4650119808153552,0.10529406718464494
12,7,6,case_content,business,0.0,0.0
12,8,7,founder,studio,0.0,0.0
12,8,7,founder,assist,6.448166133972927,1.1437479770030765
12,8,7,founder,business,0.0,0.0
12,8,7,partners,studio,0.0,0.0
12,8,7,partners,assist,2.2568581468905236,0.4003117919510768
12,8,7,partners,business,0.0,0.0
12,8,7,case_content,studio,0.0,0.0
12,8,7,case_content,assist,0.5037629792166348,0.08935531070336536
12,8,7,case_content,business,0.0,0.0
12,9,8,founder,studio,0.0,0.0
12,9,8,founder,assist,6.985513311804001,0.9100773636110393
12,9,8,founder,business,0.0,0.0
12,9,8,partners,studio,0.0,0.0
12,9,8,partners,assist,2.4449296591314007,0.31852707726386376
12,9,8,partners,business,0.0,0.0
12,9,8,case_content,studio,0.0,0.0
12,9,8,case_content,assist,0.5457432274846876,0.07109979403211245
12,9,8,case_content,business,0.0,0.0
12,10,9,founder,studio,0.0,0.0
12,10,9,founder,assist,7.567639421121001,0.6437748813106408
12,10,9,founder,business,0.0,0.0
12,10,9,partners,studio,0.0,0.0
12,10,9,partners,assist,2.6486737973923504,0.22532120845872425
12,10,9,partners,business,0.0,0.0
12,10,9,case_content,studio,0.0,0.0
12,10,9,case_content,assist,0.5912218297750783,0.05029491260239381
12,10,9,case_content,business,0.0,0.0
12,11,10,founder,studio,0.0,0.0
12,11,10,founder,assist,8.198276039547752,0.34159483498115634
12,11,10,founder,business,0.0,0.0
12,11,10,partners,studio,0.0,0.0
12,11,10,partners,assist,2.869396613841713,0.11955819224340472
12,11,10,partners,business,0.0,0.0
12,11,10,case_content,studio,0.0,0.0
12,11,10,case_content,assist,0.6404903155896682,0.02668709648290284
12,11,10,case_content,business,0.0,0.0
12,12,11,founder,studio,0.0,0
12,12,11,founder,assist,8.881465709510065,0
12,12,11,founder,business,0.0,0
12,12,11,partners,studio,0.0,0
12,12,11,partners,assist,3.108512998328523,0
12,12,11,partners,business,0.0,0
